date,exdate,cp_flag,strike_price,best_bid,best_offer,impl_volatility,mid,T
2023-01-10,2024-06-21,P,265.0,133.0,136.3,0.488875,134.65,1.4465753424657535
2023-01-10,2024-06-21,P,270.0,138.1,140.7,0.478549,139.39999999999998,1.4465753424657535
2023-01-10,2024-06-21,P,275.0,142.9,146.3,0.505014,144.60000000000002,1.4465753424657535
2023-01-10,2024-06-21,P,280.0,147.95,151.25,0.514652,149.6,1.4465753424657535
2023-01-10,2024-06-21,P,285.0,152.9,156.3,0.524114,154.60000000000002,1.4465753424657535
2023-01-10,2024-06-21,P,290.0,158.25,160.9,0.531386,159.575,1.4465753424657535
2023-01-10,2024-06-21,P,300.0,167.9,171.1,0.542754,169.5,1.4465753424657535
2023-01-10,2024-06-21,P,310.0,177.9,181.35,0.570943,179.625,1.4465753424657535
2023-01-10,2024-06-21,P,320.0,187.9,191.3,0.585819,189.60000000000002,1.4465753424657535
2023-01-10,2024-06-21,P,50.0,0.56,0.68,0.472133,0.6200000000000001,1.4465753424657535
2023-01-10,2024-06-21,P,55.0,0.64,1.2,0.465784,0.9199999999999999,1.4465753424657535
2023-01-10,2024-06-21,P,60.0,0.89,1.47,0.449298,1.18,1.4465753424657535
2023-01-10,2024-06-21,P,65.0,1.24,1.8,0.435967,1.52,1.4465753424657535
2023-01-10,2024-06-21,P,70.0,1.72,2.21,0.425593,1.9649999999999999,1.4465753424657535
2023-01-10,2024-06-21,P,75.0,2.12,2.72,0.412061,2.42,1.4465753424657535
2023-01-10,2024-06-21,P,80.0,2.86,3.25,0.403587,3.0549999999999997,1.4465753424657535
2023-01-10,2024-06-21,P,85.0,3.55,4.0,0.394608,3.775,1.4465753424657535
2023-01-10,2024-06-21,P,90.0,4.05,4.85,0.381059,4.449999999999999,1.4465753424657535
2023-01-10,2024-06-21,P,95.0,5.0,5.7,0.371685,5.35,1.4465753424657535
2023-01-10,2025-01-17,C,100.0,45.2,46.25,0.355752,45.725,2.021917808219178
2023-01-10,2025-01-17,C,105.0,41.9,42.8,0.347453,42.349999999999994,2.021917808219178
2023-01-10,2025-01-17,C,110.0,39.1,39.7,0.345209,39.400000000000006,2.021917808219178
2023-01-10,2025-01-17,C,115.0,35.7,36.6,0.335298,36.150000000000006,2.021917808219178
2023-01-10,2025-01-17,C,120.0,32.95,33.7,0.330805,33.325,2.021917808219178
2023-01-10,2025-01-17,C,125.0,30.05,31.1,0.325441,30.575000000000003,2.021917808219178
2023-01-10,2025-01-17,C,130.0,27.65,28.25,0.320051,27.95,2.021917808219178
2023-01-10,2025-01-17,C,135.0,24.95,26.05,0.315385,25.5,2.021917808219178
2023-01-10,2025-01-17,C,140.0,22.8,23.65,0.311325,23.225,2.021917808219178
2023-01-10,2025-01-17,C,145.0,20.65,21.45,0.306839,21.049999999999997,2.021917808219178
2023-01-10,2025-01-17,C,150.0,18.75,19.45,0.303652,19.1,2.021917808219178
2023-01-10,2025-01-17,C,155.0,17.05,17.8,0.302477,17.425,2.021917808219178
2023-01-10,2025-01-17,C,160.0,14.85,15.95,0.294817,15.399999999999999,2.021917808219178
2023-01-10,2025-01-17,C,165.0,13.35,14.3,0.29163,13.825,2.021917808219178
2023-01-10,2025-01-17,C,170.0,12.2,12.95,0.291372,12.575,2.021917808219178
2023-01-10,2025-01-17,C,175.0,10.7,11.65,0.287438,11.175,2.021917808219178
2023-01-10,2025-01-17,C,180.0,9.7,10.35,0.285561,10.024999999999999,2.021917808219178
2023-01-10,2025-01-17,C,185.0,8.25,9.4,0.281465,8.825,2.021917808219178
2023-01-10,2025-01-17,C,190.0,7.75,8.0,0.279692,7.875,2.021917808219178
2023-01-10,2025-01-17,C,195.0,6.9,7.35,0.279802,7.125,2.021917808219178
2023-01-10,2025-01-17,C,200.0,6.1,6.45,0.276995,6.275,2.021917808219178
2023-01-10,2025-01-17,C,205.0,5.15,5.9,0.274525,5.525,2.021917808219178
2023-01-10,2025-01-17,C,210.0,4.65,5.15,0.273072,4.9,2.021917808219178
2023-01-10,2025-01-17,C,215.0,4.05,4.75,0.27291,4.4,2.021917808219178
2023-01-10,2025-01-17,C,220.0,3.55,4.3,0.272212,3.925,2.021917808219178
2023-01-10,2025-01-17,C,225.0,2.97,3.8,0.268951,3.385,2.021917808219178
2023-01-10,2025-01-17,C,230.0,3.05,3.1,0.269892,3.075,2.021917808219178
2023-01-10,2025-01-17,C,235.0,2.32,3.0,0.267279,2.66,2.021917808219178
2023-01-10,2025-01-17,C,240.0,2.18,2.74,0.269397,2.46,2.021917808219178
2023-01-10,2025-01-17,C,245.0,2.02,2.59,0.272242,2.3049999999999997,2.021917808219178
2023-01-10,2025-01-17,C,250.0,1.9,2.34,0.273713,2.12,2.021917808219178
2023-01-10,2025-01-17,C,255.0,1.4,2.14,0.269161,1.77,2.021917808219178
2023-01-10,2025-01-17,C,260.0,1.55,1.93,0.274514,1.74,2.021917808219178
2023-01-10,2025-01-17,C,265.0,1.35,1.78,0.27445,1.565,2.021917808219178
2023-01-10,2025-01-17,C,270.0,1.01,1.6,0.270251,1.3050000000000002,2.021917808219178
2023-01-10,2025-01-17,C,275.0,0.88,1.5,0.271027,1.19,2.021917808219178
2023-01-10,2025-01-17,C,280.0,1.0,1.36,0.276085,1.1800000000000002,2.021917808219178
2023-01-10,2025-01-17,C,285.0,0.8,1.28,0.274899,1.04,2.021917808219178
2023-01-10,2025-01-17,C,290.0,0.82,1.16,0.277587,0.99,2.021917808219178
2023-01-10,2025-01-17,C,300.0,0.72,1.0,0.28057,0.86,2.021917808219178
2023-01-10,2025-01-17,C,310.0,0.6,0.9,0.283413,0.75,2.021917808219178
2023-01-10,2025-01-17,C,50.0,83.35,85.8,0.469421,84.57499999999999,2.021917808219178
2023-01-10,2025-01-17,C,55.0,79.2,81.9,0.466769,80.55000000000001,2.021917808219178
2023-01-10,2025-01-17,C,60.0,75.9,77.55,0.468227,76.725,2.021917808219178
2023-01-10,2025-01-17,C,65.0,70.85,73.2,0.423238,72.025,2.021917808219178
2023-01-10,2025-01-17,C,70.0,66.8,69.15,0.410536,67.975,2.021917808219178
2023-01-10,2025-01-17,C,75.0,63.35,65.15,0.407859,64.25,2.021917808219178
2023-01-10,2025-01-17,C,80.0,59.0,61.35,0.390064,60.175,2.021917808219178
2023-01-10,2025-01-17,C,85.0,55.5,57.05,0.376889,56.275,2.021917808219178
2023-01-10,2025-01-17,C,90.0,52.1,53.55,0.374133,52.825,2.021917808219178
2023-01-10,2025-01-17,C,95.0,48.25,50.05,0.362997,49.15,2.021917808219178
2023-01-10,2025-01-17,P,100.0,8.05,8.4,0.356285,8.225000000000001,2.021917808219178
2023-01-10,2025-01-17,P,105.0,9.35,9.85,0.350298,9.6,2.021917808219178
2023-01-10,2025-01-17,P,110.0,10.8,11.5,0.344982,11.15,2.021917808219178
2023-01-10,2025-01-17,P,115.0,12.45,13.1,0.338602,12.774999999999999,2.021917808219178
2023-01-10,2025-01-17,P,120.0,14.25,14.75,0.331646,14.5,2.021917808219178
2023-01-10,2025-01-17,P,125.0,16.2,16.6,0.325093,16.4,2.021917808219178
2023-01-10,2025-01-17,P,130.0,18.35,18.7,0.319638,18.525,2.021917808219178
2023-01-10,2025-01-17,P,135.0,20.65,21.15,0.315354,20.9,2.021917808219178
2023-01-10,2025-01-17,P,140.0,23.2,23.8,0.311942,23.5,2.021917808219178
2023-01-10,2025-01-17,P,145.0,25.45,26.65,0.305312,26.049999999999997,2.021917808219178
2023-01-10,2025-01-17,P,150.0,28.5,29.75,0.303613,29.125,2.021917808219178
2023-01-10,2025-01-17,P,155.0,31.6,32.8,0.299279,32.2,2.021917808219178
2023-01-10,2025-01-17,P,160.0,34.55,36.4,0.294982,35.474999999999994,2.021917808219178
2023-01-10,2025-01-17,P,165.0,38.3,39.85,0.292791,39.075,2.021917808219178
2023-01-10,2025-01-17,P,170.0,41.25,44.2,0.288517,42.725,2.021917808219178
2023-01-10,2025-01-17,P,175.0,45.05,48.35,0.286568,46.7,2.021917808219178
2023-01-10,2025-01-17,P,180.0,49.25,52.6,0.285769,50.925,2.021917808219178
2023-01-10,2025-01-17,P,185.0,53.75,56.85,0.285729,55.3,2.021917808219178
2023-01-10,2025-01-17,P,190.0,58.35,61.6,0.290673,59.975,2.021917808219178
2023-01-10,2025-01-17,P,195.0,62.55,66.45,0.284768,64.5,2.021917808219178
2023-01-10,2025-01-17,P,200.0,67.6,71.4,0.297664,69.5,2.021917808219178
2023-01-10,2025-01-17,P,205.0,72.7,76.4,0.313102,74.55000000000001,2.021917808219178
2023-01-10,2025-01-17,P,210.0,77.9,81.4,0.330585,79.65,2.021917808219178
2023-01-10,2025-01-17,P,215.0,82.65,86.4,0.335505,84.525,2.021917808219178
2023-01-10,2025-01-17,P,220.0,87.55,91.45,0.345449,89.5,2.021917808219178
2023-01-10,2025-01-17,P,225.0,92.5,96.45,0.355087,94.475,2.021917808219178
2023-01-10,2025-01-17,P,230.0,97.5,101.4,0.364446,99.45,2.021917808219178
2023-01-10,2025-01-17,P,235.0,102.5,106.4,0.375029,104.45,2.021917808219178
2023-01-10,2025-01-17,P,240.0,107.5,111.4,0.385364,109.45,2.021917808219178
2023-01-10,2025-01-17,P,245.0,112.5,116.45,0.396971,114.475,2.021917808219178
2023-01-10,2025-01-17,P,250.0,117.5,121.45,0.406841,119.475,2.021917808219178
2023-01-10,2025-01-17,P,255.0,122.55,126.4,0.416471,124.475,2.021917808219178
2023-01-10,2025-01-17,P,260.0,127.5,131.45,0.425868,129.475,2.021917808219178
2023-01-10,2025-01-17,P,265.0,132.5,136.45,0.435074,134.475,2.021917808219178
2023-01-10,2025-01-17,P,270.0,137.5,141.45,0.444097,139.475,2.021917808219178
2023-01-10,2025-01-17,P,275.0,142.5,146.45,0.452927,144.475,2.021917808219178
2023-01-10,2025-01-17,P,280.0,147.0,151.45,,149.225,2.021917808219178
2023-01-10,2025-01-17,P,285.0,152.0,156.45,,154.225,2.021917808219178
2023-01-10,2025-01-17,P,290.0,157.0,161.45,,159.225,2.021917808219178
2023-01-10,2025-01-17,P,300.0,167.5,171.45,0.49465,169.475,2.021917808219178
2023-01-10,2025-01-17,P,310.0,177.5,181.45,0.510337,179.475,2.021917808219178
2023-01-10,2025-01-17,P,50.0,1.0,1.05,0.447923,1.025,2.021917808219178
2023-01-10,2025-01-17,P,55.0,1.22,1.67,0.442266,1.4449999999999998,2.021917808219178
2023-01-10,2025-01-17,P,60.0,1.4,1.98,0.421016,1.69,2.021917808219178
2023-01-10,2025-01-17,P,65.0,1.88,2.47,0.411929,2.175,2.021917808219178
2023-01-10,2025-01-17,P,70.0,2.39,3.05,0.402196,2.7199999999999998,2.021917808219178
2023-01-10,2025-01-17,P,75.0,2.99,3.75,0.393694,3.37,2.021917808219178
2023-01-10,2025-01-17,P,80.0,3.8,4.35,0.384247,4.074999999999999,2.021917808219178
2023-01-10,2025-01-17,P,85.0,4.8,5.1,0.377262,4.949999999999999,2.021917808219178
2023-01-10,2025-01-17,P,90.0,5.75,6.1,0.370093,5.925,2.021917808219178
2023-01-10,2025-01-17,P,95.0,6.85,7.35,0.365065,7.1,2.021917808219178
2023-01-10,2025-06-20,C,100.0,46.9,48.7,0.352441,47.8,2.4438356164383563
2023-01-10,2025-06-20,C,105.0,43.75,45.55,0.346416,44.65,2.4438356164383563
2023-01-10,2025-06-20,C,110.0,40.7,42.5,0.340409,41.6,2.4438356164383563
2023-01-10,2025-06-20,C,115.0,37.8,39.45,0.33395,38.625,2.4438356164383563
2023-01-10,2025-06-20,C,120.0,35.0,36.6,0.328257,35.8,2.4438356164383563
2023-01-10,2025-06-20,C,125.0,32.7,33.95,0.326061,33.325,2.4438356164383563
2023-01-10,2025-06-20,C,130.0,30.3,31.05,0.319683,30.675,2.4438356164383563
2023-01-10,2025-06-20,C,135.0,27.4,29.05,0.314619,28.225,2.4438356164383563
2023-01-10,2025-06-20,C,140.0,25.1,26.55,0.308732,25.825000000000003,2.4438356164383563
2023-01-10,2025-06-20,C,145.0,23.1,24.6,0.306916,23.85,2.4438356164383563
2023-01-10,2025-06-20,C,150.0,21.05,22.5,0.30232,21.775,2.4438356164383563
2023-01-10,2025-06-20,C,155.0,19.35,20.55,0.29946,19.950000000000003,2.4438356164383563
2023-01-10,2025-06-20,C,160.0,17.9,18.75,0.297748,18.325,2.4438356164383563
2023-01-10,2025-06-20,C,165.0,15.65,17.5,0.293118,16.575,2.4438356164383563
2023-01-10,2025-06-20,C,170.0,14.2,15.7,0.288724,14.95,2.4438356164383563
2023-01-10,2025-06-20,C,175.0,12.75,14.5,0.286858,13.625,2.4438356164383563
2023-01-10,2025-06-20,C,180.0,11.4,13.35,0.284712,12.375,2.4438356164383563
2023-01-10,2025-06-20,C,185.0,10.6,11.75,0.282022,11.175,2.4438356164383563
2023-01-10,2025-06-20,C,190.0,9.7,10.85,0.28224,10.274999999999999,2.4438356164383563
2023-01-10,2025-06-20,C,195.0,8.3,9.6,0.275447,8.95,2.4438356164383563
2023-01-10,2025-06-20,C,200.0,8.15,8.75,0.279217,8.45,2.4438356164383563
2023-01-10,2025-06-20,C,205.0,6.85,8.2,0.275915,7.5249999999999995,2.4438356164383563
2023-01-10,2025-06-20,C,210.0,6.25,7.7,0.277286,6.975,2.4438356164383563
2023-01-10,2025-06-20,C,215.0,5.25,7.0,0.273008,6.125,2.4438356164383563
2023-01-10,2025-06-20,C,220.0,5.4,6.25,0.276857,5.825,2.4438356164383563
2023-01-10,2025-06-20,C,225.0,4.8,5.55,0.274081,5.175,2.4438356164383563
2023-01-10,2025-06-20,C,230.0,3.95,5.2,0.271164,4.575,2.4438356164383563
2023-01-10,2025-06-20,C,235.0,3.35,4.85,0.269647,4.1,2.4438356164383563
2023-01-10,2025-06-20,C,240.0,3.1,4.3,0.268811,3.7,2.4438356164383563
2023-01-10,2025-06-20,C,245.0,2.69,4.05,0.26871,3.37,2.4438356164383563
2023-01-10,2025-06-20,C,250.0,2.92,3.45,0.271251,3.185,2.4438356164383563
2023-01-10,2025-06-20,C,50.0,83.1,87.3,0.46013,85.19999999999999,2.4438356164383563
2023-01-10,2025-06-20,C,55.0,78.85,83.0,0.43485,80.925,2.4438356164383563
2023-01-10,2025-06-20,C,60.0,74.8,79.0,0.422658,76.9,2.4438356164383563
2023-01-10,2025-06-20,C,65.0,71.0,75.0,0.413529,73.0,2.4438356164383563
2023-01-10,2025-06-20,C,70.0,67.2,70.95,0.400991,69.075,2.4438356164383563
2023-01-10,2025-06-20,C,75.0,63.25,67.45,0.393402,65.35,2.4438356164383563
2023-01-10,2025-06-20,C,80.0,59.7,63.55,0.383523,61.625,2.4438356164383563
2023-01-10,2025-06-20,C,85.0,56.1,59.8,0.373339,57.95,2.4438356164383563
2023-01-10,2025-06-20,C,90.0,52.5,56.4,0.365739,54.45,2.4438356164383563
2023-01-10,2025-06-20,C,95.0,49.4,52.7,0.358494,51.05,2.4438356164383563
2023-01-10,2025-06-20,P,100.0,8.45,9.5,0.345887,8.975,2.4438356164383563
2023-01-10,2025-06-20,P,105.0,10.0,11.0,0.342233,10.5,2.4438356164383563
2023-01-10,2025-06-20,P,110.0,11.35,12.45,0.334272,11.899999999999999,2.4438356164383563
2023-01-10,2025-06-20,P,115.0,13.1,14.45,0.331893,13.774999999999999,2.4438356164383563
2023-01-10,2025-06-20,P,120.0,14.8,16.45,0.326932,15.625,2.4438356164383563
2023-01-10,2025-06-20,P,125.0,16.95,18.1,0.32063,17.525,2.4438356164383563
2023-01-10,2025-06-20,P,130.0,19.7,20.6,0.322331,20.15,2.4438356164383563
2023-01-10,2025-06-20,P,135.0,21.5,22.9,0.313992,22.2,2.4438356164383563
2023-01-10,2025-06-20,P,140.0,23.85,25.65,0.310361,24.75,2.4438356164383563
2023-01-10,2025-06-20,P,145.0,26.45,28.2,0.305025,27.325,2.4438356164383563
2023-01-10,2025-06-20,P,150.0,29.35,31.3,0.302951,30.325000000000003,2.4438356164383563
2023-01-10,2025-06-20,P,155.0,32.3,34.5,0.299683,33.4,2.4438356164383563
2023-01-10,2025-06-20,P,160.0,35.05,37.95,0.294411,36.5,2.4438356164383563
2023-01-10,2025-06-20,P,165.0,38.4,41.55,0.29169,39.974999999999994,2.4438356164383563
2023-01-10,2025-06-20,P,170.0,41.95,45.3,0.289472,43.625,2.4438356164383563
2023-01-10,2025-06-20,P,175.0,45.75,49.45,0.289406,47.6,2.4438356164383563
2023-01-10,2025-06-20,P,180.0,49.65,53.7,0.287832,51.675,2.4438356164383563
2023-01-10,2025-06-20,P,185.0,53.6,57.95,0.284498,55.775000000000006,2.4438356164383563
2023-01-10,2025-06-20,P,190.0,58.05,62.45,0.285758,60.25,2.4438356164383563
2023-01-10,2025-06-20,P,195.0,62.6,66.95,0.284479,64.775,2.4438356164383563
2023-01-10,2025-06-20,P,200.0,67.55,71.95,0.295932,69.75,2.4438356164383563
2023-01-10,2025-06-20,P,205.0,72.5,77.0,0.308014,74.75,2.4438356164383563
2023-01-10,2025-06-20,P,210.0,77.55,81.95,0.31973,79.75,2.4438356164383563
2023-01-10,2025-06-20,P,215.0,82.0,86.95,0.316794,84.475,2.4438356164383563
2023-01-10,2025-06-20,P,220.0,87.5,92.0,0.342193,89.75,2.4438356164383563
2023-01-10,2025-06-20,P,225.0,92.5,97.0,0.35298,94.75,2.4438356164383563
2023-01-10,2025-06-20,P,230.0,97.1,101.9,0.349823,99.5,2.4438356164383563
2023-01-10,2025-06-20,P,235.0,102.5,106.9,0.371043,104.7,2.4438356164383563
2023-01-10,2025-06-20,P,240.0,107.5,111.95,0.382269,109.725,2.4438356164383563
2023-01-10,2025-06-20,P,245.0,112.5,117.0,0.393267,114.75,2.4438356164383563
2023-01-10,2025-06-20,P,250.0,117.0,122.0,0.388484,119.5,2.4438356164383563
2023-01-10,2025-06-20,P,50.0,0.85,1.5,0.424686,1.175,2.4438356164383563
2023-01-10,2025-06-20,P,55.0,1.21,2.16,0.422686,1.685,2.4438356164383563
2023-01-10,2025-06-20,P,60.0,1.64,2.6,0.411118,2.12,2.4438356164383563
2023-01-10,2025-06-20,P,65.0,2.13,3.15,0.40096,2.6399999999999997,2.4438356164383563
2023-01-10,2025-06-20,P,70.0,2.71,3.8,0.391975,3.255,2.4438356164383563
2023-01-10,2025-06-20,P,75.0,3.4,4.5,0.383253,3.95,2.4438356164383563
2023-01-10,2025-06-20,P,80.0,4.2,5.35,0.375969,4.775,2.4438356164383563
2023-01-10,2025-06-20,P,85.0,5.15,6.2,0.36829,5.675000000000001,2.4438356164383563
2023-01-10,2025-06-20,P,90.0,6.05,7.35,0.361331,6.699999999999999,2.4438356164383563
2023-01-10,2025-06-20,P,95.0,7.3,8.35,0.354391,7.824999999999999,2.4438356164383563
2023-01-11,2023-01-13,C,108.0,25.25,25.6,,25.425,0.005479452054794521
2023-01-11,2023-01-13,C,100.0,33.25,33.6,,33.425,0.005479452054794521
2023-01-11,2023-01-13,C,101.0,32.25,32.6,,32.425,0.005479452054794521
2023-01-11,2023-01-13,C,102.0,31.2,31.55,,31.375,0.005479452054794521
2023-01-11,2023-01-13,C,103.0,30.25,30.55,,30.4,0.005479452054794521
2023-01-11,2023-01-13,C,104.0,29.25,29.55,,29.4,0.005479452054794521
2023-01-11,2023-01-13,C,105.0,28.25,28.55,,28.4,0.005479452054794521
2023-01-11,2023-01-13,C,106.0,27.25,27.55,,27.4,0.005479452054794521
2023-01-11,2023-01-13,C,107.0,26.25,26.6,,26.425,0.005479452054794521
2023-01-11,2023-01-13,C,109.0,24.25,24.5,,24.375,0.005479452054794521
2023-01-11,2023-01-13,C,110.0,23.25,23.6,,23.425,0.005479452054794521
2023-01-11,2023-01-13,C,111.0,22.25,22.5,,22.375,0.005479452054794521
2023-01-11,2023-01-13,C,112.0,21.25,21.5,,21.375,0.005479452054794521
2023-01-11,2023-01-13,C,113.0,20.2,20.6,,20.4,0.005479452054794521
2023-01-11,2023-01-13,C,114.0,19.25,19.5,,19.375,0.005479452054794521
2023-01-11,2023-01-13,C,115.0,18.3,18.5,,18.4,0.005479452054794521
2023-01-11,2023-01-13,C,116.0,17.2,17.55,,17.375,0.005479452054794521
2023-01-11,2023-01-13,C,117.0,16.3,16.55,,16.425,0.005479452054794521
2023-01-11,2023-01-13,C,118.0,15.2,15.5,,15.35,0.005479452054794521
2023-01-11,2023-01-13,C,119.0,14.2,14.5,,14.35,0.005479452054794521
2023-01-11,2023-01-13,C,120.0,13.3,13.5,,13.4,0.005479452054794521
2023-01-11,2023-01-13,C,121.0,12.3,12.6,,12.45,0.005479452054794521
2023-01-11,2023-01-13,C,122.0,11.25,11.55,,11.4,0.005479452054794521
2023-01-11,2023-01-13,C,123.0,10.35,10.55,,10.45,0.005479452054794521
2023-01-11,2023-01-13,C,124.0,9.3,9.65,,9.475000000000001,0.005479452054794521
2023-01-11,2023-01-13,C,125.0,8.4,8.7,0.437886,8.55,0.005479452054794521
2023-01-11,2023-01-13,C,126.0,7.45,7.7,0.43183,7.575,0.005479452054794521
2023-01-11,2023-01-13,C,127.0,6.5,6.75,0.433839,6.625,0.005479452054794521
2023-01-11,2023-01-13,C,128.0,5.6,5.85,0.446744,5.725,0.005479452054794521
2023-01-11,2023-01-13,C,129.0,4.85,5.0,0.477847,4.925,0.005479452054794521
2023-01-11,2023-01-13,C,130.0,4.15,4.2,0.495027,4.175000000000001,0.005479452054794521
2023-01-11,2023-01-13,C,131.0,3.4,3.5,0.495668,3.45,0.005479452054794521
2023-01-11,2023-01-13,C,132.0,2.78,2.81,0.495386,2.795,0.005479452054794521
2023-01-11,2023-01-13,C,133.0,2.2,2.22,0.492922,2.21,0.005479452054794521
2023-01-11,2023-01-13,C,134.0,1.69,1.7,0.48764,1.6949999999999998,0.005479452054794521
2023-01-11,2023-01-13,C,135.0,1.25,1.26,0.480426,1.255,0.005479452054794521
2023-01-11,2023-01-13,C,136.0,0.88,0.9,0.471255,0.89,0.005479452054794521
2023-01-11,2023-01-13,C,137.0,0.6,0.61,0.462353,0.605,0.005479452054794521
2023-01-11,2023-01-13,C,138.0,0.39,0.4,0.45479,0.395,0.005479452054794521
2023-01-11,2023-01-13,C,139.0,0.25,0.26,0.452272,0.255,0.005479452054794521
2023-01-11,2023-01-13,C,140.0,0.16,0.17,0.454247,0.165,0.005479452054794521
2023-01-11,2023-01-13,C,141.0,0.1,0.11,0.457022,0.10500000000000001,0.005479452054794521
2023-01-11,2023-01-13,C,142.0,0.06,0.07,0.459383,0.065,0.005479452054794521
2023-01-11,2023-01-13,C,143.0,0.04,0.05,0.471719,0.045,0.005479452054794521
2023-01-11,2023-01-13,C,144.0,0.03,0.04,0.492034,0.035,0.005479452054794521
2023-01-11,2023-01-13,C,145.0,0.01,0.03,0.490302,0.02,0.005479452054794521
2023-01-11,2023-01-13,C,146.0,0.0,0.02,0.482933,0.01,0.005479452054794521
2023-01-11,2023-01-13,C,147.0,0.0,0.01,0.478645,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,148.0,0.0,0.01,0.508729,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,149.0,0.0,0.01,0.538428,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,150.0,0.0,0.01,0.56776,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,152.5,0.0,0.01,0.639603,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,155.0,0.0,0.01,0.709495,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,157.5,0.0,0.01,0.777608,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,160.0,0.0,0.01,0.844072,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,162.5,0.0,0.01,0.908993,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,165.0,0.0,0.01,0.972464,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,167.5,0.0,0.01,1.034567,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,170.0,0.0,0.01,1.09538,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,175.0,0.0,0.01,1.213402,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,180.0,0.0,0.01,1.327,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,185.0,0.0,0.01,1.436549,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,190.0,0.0,0.01,1.542358,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,195.0,0.0,0.01,1.64469,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,200.0,0.0,0.01,1.743776,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,205.0,0.0,0.01,1.839826,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,210.0,0.0,0.01,1.933031,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,215.0,0.0,0.01,2.023563,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,220.0,0.0,0.01,2.111582,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,225.0,0.0,0.01,2.19723,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,230.0,0.0,0.01,2.280639,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,235.0,0.0,0.01,2.361926,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,240.0,0.0,0.01,2.441201,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,245.0,0.0,0.01,2.518561,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,250.0,0.0,0.01,2.594099,0.005,0.005479452054794521
2023-01-11,2023-01-13,C,50.0,83.3,83.45,,83.375,0.005479452054794521
2023-01-11,2023-01-13,C,55.0,78.3,78.45,,78.375,0.005479452054794521
2023-01-11,2023-01-13,C,60.0,73.3,73.45,,73.375,0.005479452054794521
2023-01-11,2023-01-13,C,65.0,68.2,68.5,,68.35,0.005479452054794521
2023-01-11,2023-01-13,C,70.0,63.2,63.5,,63.35,0.005479452054794521
2023-01-11,2023-01-13,C,75.0,58.2,58.5,,58.35,0.005479452054794521
2023-01-11,2023-01-13,C,80.0,53.2,53.55,,53.375,0.005479452054794521
2023-01-11,2023-01-13,C,85.0,48.2,48.5,,48.35,0.005479452054794521
2023-01-11,2023-01-13,C,90.0,43.15,43.55,,43.349999999999994,0.005479452054794521
2023-01-11,2023-01-13,C,95.0,38.2,38.6,,38.400000000000006,0.005479452054794521
2023-01-11,2023-01-13,C,98.0,35.25,35.55,,35.4,0.005479452054794521
2023-01-11,2023-01-13,C,99.0,34.2,34.6,,34.400000000000006,0.005479452054794521
2023-01-11,2023-01-13,P,100.0,0.0,0.01,1.320787,0.005,0.005479452054794521
2023-01-11,2023-01-13,P,101.0,0.0,0.01,1.278703,0.005,0.005479452054794521
2023-01-11,2023-01-13,P,102.0,0.0,0.01,1.236954,0.005,0.005479452054794521
2023-01-11,2023-01-13,P,103.0,0.0,0.01,1.195532,0.005,0.005479452054794521
2023-01-11,2023-01-13,P,104.0,0.0,0.01,1.154426,0.005,0.005479452054794521
2023-01-11,2023-01-13,P,105.0,0.0,0.01,1.113625,0.005,0.005479452054794521
2023-01-11,2023-01-13,P,106.0,0.0,0.01,1.07312,0.005,0.005479452054794521
2023-01-11,2023-01-13,P,107.0,0.0,0.01,1.0329,0.005,0.005479452054794521
2023-01-11,2023-01-13,P,108.0,0.0,0.01,0.992957,0.005,0.005479452054794521
2023-01-11,2023-01-13,P,109.0,0.0,0.01,0.95328,0.005,0.005479452054794521
2023-01-11,2023-01-13,P,110.0,0.0,0.01,0.913858,0.005,0.005479452054794521
2023-01-11,2023-01-13,P,111.0,0.0,0.01,0.874682,0.005,0.005479452054794521
2023-01-11,2023-01-13,P,112.0,0.0,0.02,0.895062,0.01,0.005479452054794521
2023-01-11,2023-01-13,P,113.0,0.0,0.02,0.854017,0.01,0.005479452054794521
